meter_name,date,record_count
Building A303a,2025-08-12,1221
Building A303a,2025-08-13,1181
Building A303a,2025-08-14,39
Building A303a,2025-08-15,0
Building A303a,2025-08-16,62
Building A303a,2025-08-17,1039
Building A303a,2025-08-18,0
Building A303a,2025-08-19,333
Building A303a,2025-08-20,16
Building A303a,2025-08-21,18
Building A303a,2025-08-22,460
Building A303a,2025-08-23,107
Building A305,2025-07-21,652
Building A305,2025-07-22,1280
Building A305,2025-07-23,805
Building A305,2025-07-24,23
Building A305,2025-07-25,22
Building A305,2025-07-26,24
Building A305,2025-07-27,23
Building A305,2025-07-28,88
Building A305,2025-07-29,70
Building A305,2025-07-30,1
Building A305,2025-07-31,3
Building A305,2025-08-01,305
Building A305,2025-08-02,603
Building A305,2025-08-03,68
Building A305,2025-08-04,980
Building A305,2025-08-05,1135
Building A305,2025-08-06,0
Building A305,2025-08-07,0
Building A305,2025-08-08,607
Building A305,2025-08-09,1225
Building A305,2025-08-10,1223
Building A305,2025-08-11,1235
Building A305,2025-08-12,1222
Building A305,2025-08-13,1179
Building A305,2025-08-14,39
Building A305,2025-08-15,0
Building A305,2025-08-16,63
Building A305,2025-08-17,1039
Building A305,2025-08-18,0
Building A305,2025-08-19,333
Building A305,2025-08-20,19
Building A305,2025-08-21,18
Building A305,2025-08-22,459
Building A305,2025-08-23,107
Building A305a,2025-07-21,655
Building A305a,2025-07-22,1275
Building A305a,2025-07-23,802
Building A305a,2025-07-24,22
Building A305a,2025-07-25,20
Building A305a,2025-07-26,20
Building A305a,2025-07-27,21
Building A305a,2025-07-28,86
Building A305a,2025-07-29,70
Building A305a,2025-07-30,0
Building A305a,2025-07-31,3
Building A305a,2025-08-01,308
Building A305a,2025-08-02,603
Building A305a,2025-08-03,68
Building A305a,2025-08-04,979
Building A305a,2025-08-05,1136
Building A305a,2025-08-06,0
Building A305a,2025-08-07,0
Building A305a,2025-08-08,605
Building A305a,2025-08-09,1224
Building A305a,2025-08-10,1224
Building A305a,2025-08-11,1236
Building A305a,2025-08-12,1220
Building A305a,2025-08-13,1180
Building A305a,2025-08-14,39
Building A305a,2025-08-15,0
Building A305a,2025-08-16,62
Building A305a,2025-08-17,1038
Building A305a,2025-08-18,0
Building A305a,2025-08-19,333
Building A305a,2025-08-20,20
Building A305a,2025-08-21,17
Building A305a,2025-08-22,463
Building A305a,2025-08-23,107
Building A306,2025-07-21,650
Building A306,2025-07-22,1274
Building A306,2025-07-23,804
Building A306,2025-07-24,23
Building A306,2025-07-25,22
Building A306,2025-07-26,23
Building A306,2025-07-27,21
Building A306,2025-07-28,87
Building A306,2025-07-29,70
Building A306,2025-07-30,0
Building A306,2025-07-31,0
Building A306,2025-08-01,309
Building A306,2025-08-02,603
Building A306,2025-08-03,68
Building A306,2025-08-04,980
Building A306,2025-08-05,1134
Building A306,2025-08-06,0
Building A306,2025-08-07,0
Building A306,2025-08-08,606
Building A306,2025-08-09,1224
Building A306,2025-08-10,1221
Building A306,2025-08-11,1234
Building A306,2025-08-12,1221
Building A306,2025-08-13,1182
Building A306,2025-08-14,39
Building A306,2025-08-15,0
Building A306,2025-08-16,62
Building A306,2025-08-17,1039
Building A306,2025-08-18,0
Building A306,2025-08-19,331
Building A306,2025-08-20,20
Building A306,2025-08-21,19
Building A306,2025-08-22,458
Building A306,2025-08-23,107
Building A306a,2025-07-21,656
Building A306a,2025-07-22,1280
Building A306a,2025-07-23,802
Building A306a,2025-07-24,22
Building A306a,2025-07-25,22
Building A306a,2025-07-26,21
Building A306a,2025-07-27,20
Building A306a,2025-07-28,85
Building A306a,2025-07-29,66
Building A306a,2025-07-30,0
Building A306a,2025-07-31,2
Building A306a,2025-08-01,307
Building A306a,2025-08-02,603
Building A306a,2025-08-03,70
Building A306a,2025-08-04,978
Building A306a,2025-08-05,1133
Building A306a,2025-08-06,0
Building A306a,2025-08-07,0
Building A306a,2025-08-08,605
Building A306a,2025-08-09,1226
Building A306a,2025-08-10,1224
Building A306a,2025-08-11,1236
Building A306a,2025-08-12,1222
Building A306a,2025-08-13,1186
Building A306a,2025-08-14,39
Building A306a,2025-08-15,0
Building A306a,2025-08-16,62
Building A306a,2025-08-17,1039
Building A306a,2025-08-18,0
Building A306a,2025-08-19,333
Building A306a,2025-08-20,18
Building A306a,2025-08-21,16
Building A306a,2025-08-22,459
Building A306a,2025-08-23,107
Building A307,2025-07-21,653
Building A307,2025-07-22,1276
Building A307,2025-07-23,802
Building A307,2025-07-24,24
Building A307,2025-07-25,21
Building A307,2025-07-26,24
Building A307,2025-07-27,24
Building A307,2025-07-28,88
Building A307,2025-07-29,70
Building A307,2025-07-30,0
Building A307,2025-07-31,0
Building A307,2025-08-01,311
Building A307,2025-08-02,603
Building A307,2025-08-03,70
Building A307,2025-08-04,979
Building A307,2025-08-05,1134
Building A307,2025-08-06,0
Building A307,2025-08-07,0
Building A307,2025-08-08,604
Building A307,2025-08-09,1224
Building A307,2025-08-10,1223
Building A307,2025-08-11,1235
Building A307,2025-08-12,1226
Building A307,2025-08-13,1183
Building A307,2025-08-14,39
Building A307,2025-08-15,0
Building A307,2025-08-16,62
Building A307,2025-08-17,1039
Building A307,2025-08-18,0
Building A307,2025-08-19,332
Building A307,2025-08-20,20
Building A307,2025-08-21,19
Building A307,2025-08-22,460
Building A307,2025-08-23,106
Building A307a,2025-07-21,653
Building A307a,2025-07-22,1277
Building A307a,2025-07-23,804
Building A307a,2025-07-24,21
Building A307a,2025-07-25,21
Building A307a,2025-07-26,24
Building A307a,2025-07-27,24
Building A307a,2025-07-28,88
Building A307a,2025-07-29,68
Building A307a,2025-07-30,0
Building A307a,2025-07-31,0
Building A307a,2025-08-01,309
Building A307a,2025-08-02,603
Building A307a,2025-08-03,69
Building A307a,2025-08-04,978
Building A307a,2025-08-05,1136
Building A307a,2025-08-06,0
Building A307a,2025-08-07,0
Building A307a,2025-08-08,605
Building A307a,2025-08-09,1223
Building A307a,2025-08-10,1225
Building A307a,2025-08-11,1234
Building A307a,2025-08-12,1225
Building A307a,2025-08-13,1175
Building A307a,2025-08-14,38
Building A307a,2025-08-15,0
Building A307a,2025-08-16,61
Building A307a,2025-08-17,1038
Building A307a,2025-08-18,0
Building A307a,2025-08-19,332
Building A307a,2025-08-20,20
Building A307a,2025-08-21,18
Building A307a,2025-08-22,463
Building A307a,2025-08-23,107
Building A308,2025-07-21,655
Building A308,2025-07-22,1277
Building A308,2025-07-23,804
Building A308,2025-07-24,23
Building A308,2025-07-25,21
Building A308,2025-07-26,23
Building A308,2025-07-27,23
Building A308,2025-07-28,85
Building A308,2025-07-29,68
Building A308,2025-07-30,0
Building A308,2025-07-31,3
Building A308,2025-08-01,307
Building A308,2025-08-02,604
Building A308,2025-08-03,66
Building A308,2025-08-04,977
Building A308,2025-08-05,1136
Building A308,2025-08-06,0
Building A308,2025-08-07,0
Building A308,2025-08-08,606
Building A308,2025-08-09,1227
Building A308,2025-08-10,1225
Building A308,2025-08-11,1233
Building A308,2025-08-12,1227
Building A308,2025-08-13,1182
Building A308,2025-08-14,39
Building A308,2025-08-15,0
Building A308,2025-08-16,61
Building A308,2025-08-17,1039
Building A308,2025-08-18,0
Building A308,2025-08-19,333
Building A308,2025-08-20,20
Building A308,2025-08-21,18
Building A308,2025-08-22,461
Building A308,2025-08-23,106
Building A308a,2025-07-21,0
Building A308a,2025-07-22,0
Building A308a,2025-07-23,0
Building A308a,2025-07-24,0
Building A308a,2025-07-25,0
Building A308a,2025-07-26,0
Building A308a,2025-07-27,0
Building A308a,2025-07-28,0
Building A308a,2025-07-29,0
Building A308a,2025-07-30,0
Building A308a,2025-07-31,0
Building A308a,2025-08-01,248
Building A308a,2025-08-02,603
Building A308a,2025-08-03,70
Building A308a,2025-08-04,979
Building A308a,2025-08-05,1133
Building A308a,2025-08-06,0
Building A308a,2025-08-07,0
Building A308a,2025-08-08,606
Building A308a,2025-08-09,1226
Building A308a,2025-08-10,1223
Building A308a,2025-08-11,1236
Building A308a,2025-08-12,1227
Building A308a,2025-08-13,1187
Building A308a,2025-08-14,39
Building A308a,2025-08-15,0
Building A308a,2025-08-16,62
Building A308a,2025-08-17,1039
Building A308a,2025-08-18,0
Building A308a,2025-08-19,333
Building A308a,2025-08-20,18
Building A308a,2025-08-21,18
Building A308a,2025-08-22,459
Building A308a,2025-08-23,107
Building A309,2025-07-21,655
Building A309,2025-07-22,1272
Building A309,2025-07-23,806
Building A309,2025-07-24,22
Building A309,2025-07-25,22
Building A309,2025-07-26,23
Building A309,2025-07-27,23
Building A309,2025-07-28,87
Building A309,2025-07-29,69
Building A309,2025-07-30,0
Building A309,2025-07-31,2
Building A309,2025-08-01,309
Building A309,2025-08-02,602
Building A309,2025-08-03,69
Building A309,2025-08-04,979
Building A309,2025-08-05,1133
Building A309,2025-08-06,0
Building A309,2025-08-07,0
Building A309,2025-08-08,606
Building A309,2025-08-09,1226
Building A309,2025-08-10,1224
Building A309,2025-08-11,1236
Building A309,2025-08-12,1224
Building A309,2025-08-13,1183
Building A309,2025-08-14,39
Building A309,2025-08-15,0
Building A309,2025-08-16,62
Building A309,2025-08-17,1039
Building A309,2025-08-18,0
Building A309,2025-08-19,333
Building A309,2025-08-20,18
Building A309,2025-08-21,17
Building A309,2025-08-22,462
Building A309,2025-08-23,106
Building A309a,2025-07-21,0
Building A309a,2025-07-22,0
Building A309a,2025-07-23,0
Building A309a,2025-07-24,0
Building A309a,2025-07-25,0
Building A309a,2025-07-26,0
Building A309a,2025-07-27,0
Building A309a,2025-07-28,0
Building A309a,2025-07-29,0
Building A309a,2025-07-30,0
Building A309a,2025-07-31,0
Building A309a,2025-08-01,246
Building A309a,2025-08-02,602
Building A309a,2025-08-03,71
Building A309a,2025-08-04,978
Building A309a,2025-08-05,1134
Building A309a,2025-08-06,0
Building A309a,2025-08-07,0
Building A309a,2025-08-08,602
Building A309a,2025-08-09,1224
Building A309a,2025-08-10,1225
Building A309a,2025-08-11,1233
Building A309a,2025-08-12,1224
Building A309a,2025-08-13,1181
Building A309a,2025-08-14,39
Building A309a,2025-08-15,0
Building A309a,2025-08-16,62
Building A309a,2025-08-17,1039
Building A309a,2025-08-18,0
Building A309a,2025-08-19,333
Building A309a,2025-08-20,19
Building A309a,2025-08-21,18
Building A309a,2025-08-22,461
Building A309a,2025-08-23,107
Building A310,2025-07-21,654
Building A310,2025-07-22,1276
Building A310,2025-07-23,800
Building A310,2025-07-24,20
Building A310,2025-07-25,22
Building A310,2025-07-26,22
Building A310,2025-07-27,24
Building A310,2025-07-28,88
Building A310,2025-07-29,70
Building A310,2025-07-30,1
Building A310,2025-07-31,2
Building A310,2025-08-01,307
Building A310,2025-08-02,603
Building A310,2025-08-03,68
Building A310,2025-08-04,977
Building A310,2025-08-05,1134
Building A310,2025-08-06,0
Building A310,2025-08-07,0
Building A310,2025-08-08,604
Building A310,2025-08-09,1225
Building A310,2025-08-10,1222
Building A310,2025-08-11,1236
Building A310,2025-08-12,1226
Building A310,2025-08-13,1182
Building A310,2025-08-14,39
Building A310,2025-08-15,0
Building A310,2025-08-16,60
Building A310,2025-08-17,1039
Building A310,2025-08-18,0
Building A310,2025-08-19,333
Building A310,2025-08-20,20
Building A310,2025-08-21,17
Building A310,2025-08-22,462
Building A310,2025-08-23,107
Building A310a,2025-07-21,654
Building A310a,2025-07-22,1273
Building A310a,2025-07-23,804
Building A310a,2025-07-24,22
Building A310a,2025-07-25,21
Building A310a,2025-07-26,22
Building A310a,2025-07-27,21
Building A310a,2025-07-28,86
Building A310a,2025-07-29,67
Building A310a,2025-07-30,0
Building A310a,2025-07-31,1
Building A310a,2025-08-01,307
Building A310a,2025-08-02,603
Building A310a,2025-08-03,68
Building A310a,2025-08-04,978
Building A310a,2025-08-05,1134
Building A310a,2025-08-06,0
Building A310a,2025-08-07,0
Building A310a,2025-08-08,604
Building A310a,2025-08-09,1228
Building A310a,2025-08-10,1223
Building A310a,2025-08-11,1235
Building A310a,2025-08-12,1223
Building A310a,2025-08-13,1188
Building A310a,2025-08-14,39
Building A310a,2025-08-15,0
Building A310a,2025-08-16,63
Building A310a,2025-08-17,1039
Building A310a,2025-08-18,0
Building A310a,2025-08-19,333
Building A310a,2025-08-20,18
Building A310a,2025-08-21,17
Building A310a,2025-08-22,460
Building A310a,2025-08-23,107
Building A311,2025-07-21,656
Building A311,2025-07-22,1279
Building A311,2025-07-23,803
Building A311,2025-07-24,22
Building A311,2025-07-25,22
Building A311,2025-07-26,24
Building A311,2025-07-27,23
Building A311,2025-07-28,87
Building A311,2025-07-29,69
Building A311,2025-07-30,0
Building A311,2025-07-31,2
Building A311,2025-08-01,306
Building A311,2025-08-02,602
Building A311,2025-08-03,70
Building A311,2025-08-04,980
Building A311,2025-08-05,1131
Building A311,2025-08-06,0
Building A311,2025-08-07,0
Building A311,2025-08-08,602
Building A311,2025-08-09,1223
Building A311,2025-08-10,1223
Building A311,2025-08-11,1236
Building A311,2025-08-12,1226
Building A311,2025-08-13,1180
Building A311,2025-08-14,39
Building A311,2025-08-15,0
Building A311,2025-08-16,62
Building A311,2025-08-17,1039
Building A311,2025-08-18,0
Building A311,2025-08-19,333
Building A311,2025-08-20,19
Building A311,2025-08-21,18
Building A311,2025-08-22,459
Building A311,2025-08-23,107
Building A311a,2025-07-21,0
Building A311a,2025-07-22,0
Building A311a,2025-07-23,0
Building A311a,2025-07-24,0
Building A311a,2025-07-25,0
Building A311a,2025-07-26,0
Building A311a,2025-07-27,0
Building A311a,2025-07-28,0
Building A311a,2025-07-29,0
Building A311a,2025-07-30,0
Building A311a,2025-07-31,0
Building A311a,2025-08-01,247
Building A311a,2025-08-02,603
Building A311a,2025-08-03,69
Building A311a,2025-08-04,979
Building A311a,2025-08-05,1134
Building A311a,2025-08-06,0
Building A311a,2025-08-07,0
Building A311a,2025-08-08,603
Building A311a,2025-08-09,1224
Building A311a,2025-08-10,1224
Building A311a,2025-08-11,1234
Building A311a,2025-08-12,1228
Building A311a,2025-08-13,1180
Building A311a,2025-08-14,39
Building A311a,2025-08-15,0
Building A311a,2025-08-16,61
Building A311a,2025-08-17,1039
Building A311a,2025-08-18,0
Building A311a,2025-08-19,333
Building A311a,2025-08-20,18
Building A311a,2025-08-21,18
Building A311a,2025-08-22,462
Building A311a,2025-08-23,107
Building A312,2025-07-21,652
Building A312,2025-07-22,1278
Building A312,2025-07-23,806
Building A312,2025-07-24,22
Building A312,2025-07-25,22
Building A312,2025-07-26,24
Building A312,2025-07-27,23
Building A312,2025-07-28,87
Building A312,2025-07-29,69
Building A312,2025-07-30,0
Building A312,2025-07-31,2
Building A312,2025-08-01,308
Building A312,2025-08-02,603
Building A312,2025-08-03,69
Building A312,2025-08-04,977
Building A312,2025-08-05,1135
Building A312,2025-08-06,0
Building A312,2025-08-07,0
Building A312,2025-08-08,602
Building A312,2025-08-09,1228
Building A312,2025-08-10,1222
Building A312,2025-08-11,1234
Building A312,2025-08-12,1219
Building A312,2025-08-13,1188
Building A312,2025-08-14,38
Building A312,2025-08-15,0
Building A312,2025-08-16,63
Building A312,2025-08-17,1039
Building A312,2025-08-18,0
Building A312,2025-08-19,332
Building A312,2025-08-20,20
Building A312,2025-08-21,17
Building A312,2025-08-22,462
Building A312,2025-08-23,106
Building A312a,2025-07-21,654
Building A312a,2025-07-22,1277
Building A312a,2025-07-23,802
Building A312a,2025-07-24,19
Building A312a,2025-07-25,20
Building A312a,2025-07-26,21
Building A312a,2025-07-27,23
Building A312a,2025-07-28,85
Building A312a,2025-07-29,68
Building A312a,2025-07-30,0
Building A312a,2025-07-31,1
Building A312a,2025-08-01,308
Building A312a,2025-08-02,603
Building A312a,2025-08-03,68
Building A312a,2025-08-04,980
Building A312a,2025-08-05,1135
Building A312a,2025-08-06,0
Building A312a,2025-08-07,0
Building A312a,2025-08-08,605
Building A312a,2025-08-09,1225
Building A312a,2025-08-10,1224
Building A312a,2025-08-11,1235
Building A312a,2025-08-12,1224
Building A312a,2025-08-13,1185
Building A312a,2025-08-14,39
Building A312a,2025-08-15,0
Building A312a,2025-08-16,62
Building A312a,2025-08-17,1039
Building A312a,2025-08-18,0
Building A312a,2025-08-19,333
Building A312a,2025-08-20,20
Building A312a,2025-08-21,19
Building A312a,2025-08-22,462
Building A312a,2025-08-23,107
Building A316,2025-07-21,652
Building A316,2025-07-22,1278
Building A316,2025-07-23,804
Building A316,2025-07-24,23
Building A316,2025-07-25,22
Building A316,2025-07-26,24
Building A316,2025-07-27,23
Building A316,2025-07-28,87
Building A316,2025-07-29,70
Building A316,2025-07-30,0
Building A316,2025-07-31,1
Building A316,2025-08-01,307
Building A316,2025-08-02,603
Building A316,2025-08-03,70
Building A316,2025-08-04,976
Building A316,2025-08-05,1135
Building A316,2025-08-06,0
Building A316,2025-08-07,0
Building A316,2025-08-08,603
Building A316,2025-08-09,1224
Building A316,2025-08-10,1224
Building A316,2025-08-11,1234
Building A316,2025-08-12,1222
Building A316,2025-08-13,1178
Building A316,2025-08-14,39
Building A316,2025-08-15,0
Building A316,2025-08-16,61
Building A316,2025-08-17,1037
Building A316,2025-08-18,0
Building A316,2025-08-19,333
Building A316,2025-08-20,19
Building A316,2025-08-21,18
Building A316,2025-08-22,458
Building A316,2025-08-23,107
Building A316a,2025-07-21,656
Building A316a,2025-07-22,1276
Building A316a,2025-07-23,808
Building A316a,2025-07-24,21
Building A316a,2025-07-25,19
Building A316a,2025-07-26,22
Building A316a,2025-07-27,21
Building A316a,2025-07-28,87
Building A316a,2025-07-29,67
Building A316a,2025-07-30,1
Building A316a,2025-07-31,4
Building A316a,2025-08-01,310
Building A316a,2025-08-02,603
Building A316a,2025-08-03,68
Building A316a,2025-08-04,979
Building A316a,2025-08-05,1134
Building A316a,2025-08-06,0
Building A316a,2025-08-07,0
Building A316a,2025-08-08,604
Building A316a,2025-08-09,1224
Building A316a,2025-08-10,1222
Building A316a,2025-08-11,1235
Building A316a,2025-08-12,1223
Building A316a,2025-08-13,1177
Building A316a,2025-08-14,39
Building A316a,2025-08-15,0
Building A316a,2025-08-16,64
Building A316a,2025-08-17,1039
Building A316a,2025-08-18,0
Building A316a,2025-08-19,333
Building A316a,2025-08-20,20
Building A316a,2025-08-21,17
Building A316a,2025-08-22,460
Building A316a,2025-08-23,107
Building A501,2025-07-21,649
Building A501,2025-07-22,1276
Building A501,2025-07-23,803
Building A501,2025-07-24,23
Building A501,2025-07-25,21
Building A501,2025-07-26,24
Building A501,2025-07-27,22
Building A501,2025-07-28,88
Building A501,2025-07-29,69
Building A501,2025-07-30,0
Building A501,2025-07-31,0
Building A501,2025-08-01,309
Building A501,2025-08-02,603
Building A501,2025-08-03,70
Building A501,2025-08-04,976
Building A501,2025-08-05,1134
Building A501,2025-08-06,0
Building A501,2025-08-07,0
Building A501,2025-08-08,603
Building A501,2025-08-09,1223
Building A501,2025-08-10,1222
Building A501,2025-08-11,1233
Building A501,2025-08-12,1217
Building A501,2025-08-13,1184
Building A501,2025-08-14,39
Building A501,2025-08-15,0
Building A501,2025-08-16,62
Building A501,2025-08-17,1039
Building A501,2025-08-18,0
Building A501,2025-08-19,333
Building A501,2025-08-20,20
Building A501,2025-08-21,18
Building A501,2025-08-22,462
Building A501,2025-08-23,107
Building A501a,2025-07-21,653
Building A501a,2025-07-22,1276
Building A501a,2025-07-23,802
Building A501a,2025-07-24,20
Building A501a,2025-07-25,18
Building A501a,2025-07-26,20
Building A501a,2025-07-27,22
Building A501a,2025-07-28,88
Building A501a,2025-07-29,69
Building A501a,2025-07-30,0
Building A501a,2025-07-31,0
Building A501a,2025-08-01,310
Building A501a,2025-08-02,602
Building A501a,2025-08-03,70
Building A501a,2025-08-04,979
Building A501a,2025-08-05,1134
Building A501a,2025-08-06,0
Building A501a,2025-08-07,0
Building A501a,2025-08-08,604
Building A501a,2025-08-09,1227
Building A501a,2025-08-10,1225
Building A501a,2025-08-11,1234
Building A501a,2025-08-12,1222
Building A501a,2025-08-13,1181
Building A501a,2025-08-14,39
Building A501a,2025-08-15,0
Building A501a,2025-08-16,60
Building A501a,2025-08-17,1039
Building A501a,2025-08-18,0
Building A501a,2025-08-19,333
Building A501a,2025-08-20,17
Building A501a,2025-08-21,16
Building A501a,2025-08-22,460
Building A501a,2025-08-23,107
Building A502,2025-07-21,654
Building A502,2025-07-22,1276
Building A502,2025-07-23,802
Building A502,2025-07-24,23
Building A502,2025-07-25,22
Building A502,2025-07-26,24
Building A502,2025-07-27,22
Building A502,2025-07-28,87
Building A502,2025-07-29,69
Building A502,2025-07-30,0
Building A502,2025-07-31,2
Building A502,2025-08-01,309
Building A502,2025-08-02,603
Building A502,2025-08-03,69
Building A502,2025-08-04,976
Building A502,2025-08-05,1135
Building A502,2025-08-06,0
Building A502,2025-08-07,0
Building A502,2025-08-08,604
Building A502,2025-08-09,1224
Building A502,2025-08-10,1223
Building A502,2025-08-11,1235
Building A502,2025-08-12,1225
Building A502,2025-08-13,1182
Building A502,2025-08-14,39
Building A502,2025-08-15,0
Building A502,2025-08-16,61
Building A502,2025-08-17,1039
Building A502,2025-08-18,0
Building A502,2025-08-19,333
Building A502,2025-08-20,19
Building A502,2025-08-21,18
Building A502,2025-08-22,463
Building A502,2025-08-23,107
Building A502a,2025-07-21,656
Building A502a,2025-07-22,1269
Building A502a,2025-07-23,805
Building A502a,2025-07-24,19
Building A502a,2025-07-25,18
Building A502a,2025-07-26,22
Building A502a,2025-07-27,23
Building A502a,2025-07-28,87
Building A502a,2025-07-29,65
Building A502a,2025-07-30,0
Building A502a,2025-07-31,3
Building A502a,2025-08-01,307
Building A502a,2025-08-02,602
Building A502a,2025-08-03,68
Building A502a,2025-08-04,978
Building A502a,2025-08-05,1135
Building A502a,2025-08-06,0
Building A502a,2025-08-07,0
Building A502a,2025-08-08,607
Building A502a,2025-08-09,1223
Building A502a,2025-08-10,1225
Building A502a,2025-08-11,1237
Building A502a,2025-08-12,1228
Building A502a,2025-08-13,1180
Building A502a,2025-08-14,39
Building A502a,2025-08-15,0
Building A502a,2025-08-16,63
Building A502a,2025-08-17,1039
Building A502a,2025-08-18,0
Building A502a,2025-08-19,333
Building A502a,2025-08-20,19
Building A502a,2025-08-21,18
Building A502a,2025-08-22,461
Building A502a,2025-08-23,107
Building A503,2025-07-21,654
Building A503,2025-07-22,1276
Building A503,2025-07-23,805
Building A503,2025-07-24,22
Building A503,2025-07-25,22
Building A503,2025-07-26,23
Building A503,2025-07-27,23
Building A503,2025-07-28,88
Building A503,2025-07-29,70
Building A503,2025-07-30,0
Building A503,2025-07-31,1
Building A503,2025-08-01,309
Building A503,2025-08-02,603
Building A503,2025-08-03,70
Building A503,2025-08-04,977
Building A503,2025-08-05,1134
Building A503,2025-08-06,0
Building A503,2025-08-07,0
Building A503,2025-08-08,605
Building A503,2025-08-09,1224
Building A503,2025-08-10,1223
Building A503,2025-08-11,1236
Building A503,2025-08-12,1225
Building A503,2025-08-13,1189
Building A503,2025-08-14,38
Building A503,2025-08-15,0
Building A503,2025-08-16,62
Building A503,2025-08-17,1039
Building A503,2025-08-18,0
Building A503,2025-08-19,333
Building A503,2025-08-20,17
Building A503,2025-08-21,18
Building A503,2025-08-22,462
Building A503,2025-08-23,107
Building A503a,2025-07-21,655
Building A503a,2025-07-22,1280
Building A503a,2025-07-23,803
Building A503a,2025-07-24,23
Building A503a,2025-07-25,19
Building A503a,2025-07-26,23
Building A503a,2025-07-27,21
Building A503a,2025-07-28,83
Building A503a,2025-07-29,67
Building A503a,2025-07-30,0
Building A503a,2025-07-31,5
Building A503a,2025-08-01,308
Building A503a,2025-08-02,603
Building A503a,2025-08-03,69
Building A503a,2025-08-04,979
Building A503a,2025-08-05,1133
Building A503a,2025-08-06,0
Building A503a,2025-08-07,0
Building A503a,2025-08-08,605
Building A503a,2025-08-09,1227
Building A503a,2025-08-10,1226
Building A503a,2025-08-11,1235
Building A503a,2025-08-12,1225
Building A503a,2025-08-13,1184
Building A503a,2025-08-14,39
Building A503a,2025-08-15,0
Building A503a,2025-08-16,62
Building A503a,2025-08-17,1039
Building A503a,2025-08-18,0
Building A503a,2025-08-19,333
Building A503a,2025-08-20,20
Building A503a,2025-08-21,18
Building A503a,2025-08-22,461
Building A503a,2025-08-23,107
Building A505,2025-07-21,654
Building A505,2025-07-22,1272
Building A505,2025-07-23,802
Building A505,2025-07-24,23
Building A505,2025-07-25,22
Building A505,2025-07-26,23
Building A505,2025-07-27,21
Building A505,2025-07-28,88
Building A505,2025-07-29,70
Building A505,2025-07-30,1
Building A505,2025-07-31,2
Building A505,2025-08-01,307
Building A505,2025-08-02,602
Building A505,2025-08-03,69
Building A505,2025-08-04,980
Building A505,2025-08-05,1132
Building A505,2025-08-06,0
Building A505,2025-08-07,0
Building A505,2025-08-08,604
Building A505,2025-08-09,1224
Building A505,2025-08-10,1226
Building A505,2025-08-11,1236
Building A505,2025-08-12,1219
Building A505,2025-08-13,1184
Building A505,2025-08-14,38
Building A505,2025-08-15,0
Building A505,2025-08-16,61
Building A505,2025-08-17,1039
Building A505,2025-08-18,0
Building A505,2025-08-19,333
Building A505,2025-08-20,19
Building A505,2025-08-21,18
Building A505,2025-08-22,461
Building A505,2025-08-23,107
Building A505a,2025-07-21,650
Building A505a,2025-07-22,1277
Building A505a,2025-07-23,803
Building A505a,2025-07-24,20
Building A505a,2025-07-25,21
Building A505a,2025-07-26,23
Building A505a,2025-07-27,23
Building A505a,2025-07-28,87
Building A505a,2025-07-29,70
Building A505a,2025-07-30,0
Building A505a,2025-07-31,3
Building A505a,2025-08-01,309
Building A505a,2025-08-02,601
Building A505a,2025-08-03,69
Building A505a,2025-08-04,976
Building A505a,2025-08-05,1134
Building A505a,2025-08-06,0
Building A505a,2025-08-07,0
Building A505a,2025-08-08,606
Building A505a,2025-08-09,1226
Building A505a,2025-08-10,1222
Building A505a,2025-08-11,1233
Building A505a,2025-08-12,1225
Building A505a,2025-08-13,1175
Building A505a,2025-08-14,39
Building A505a,2025-08-15,0
Building A505a,2025-08-16,61
Building A505a,2025-08-17,1038
Building A505a,2025-08-18,0
Building A505a,2025-08-19,333
Building A505a,2025-08-20,17
Building A505a,2025-08-21,17
Building A505a,2025-08-22,461
Building A505a,2025-08-23,107
Building A506,2025-07-21,653
Building A506,2025-07-22,1274
Building A506,2025-07-23,804
Building A506,2025-07-24,23
Building A506,2025-07-25,22
Building A506,2025-07-26,24
Building A506,2025-07-27,23
Building A506,2025-07-28,88
Building A506,2025-07-29,70
Building A506,2025-07-30,0
Building A506,2025-07-31,1
Building A506,2025-08-01,310
Building A506,2025-08-02,602
Building A506,2025-08-03,66
Building A506,2025-08-04,980
Building A506,2025-08-05,1135
Building A506,2025-08-06,0
Building A506,2025-08-07,0
Building A506,2025-08-08,606
Building A506,2025-08-09,1225
Building A506,2025-08-10,1225
Building A506,2025-08-11,1231
Building A506,2025-08-12,1223
Building A506,2025-08-13,1188
Building A506,2025-08-14,38
Building A506,2025-08-15,0
Building A506,2025-08-16,62
Building A506,2025-08-17,1039
Building A506,2025-08-18,0
Building A506,2025-08-19,332
Building A506,2025-08-20,19
Building A506,2025-08-21,18
Building A506,2025-08-22,462
Building A506,2025-08-23,107
Building A506a,2025-07-21,655
Building A506a,2025-07-22,1281
Building A506a,2025-07-23,804
Building A506a,2025-07-24,19
Building A506a,2025-07-25,17
Building A506a,2025-07-26,22
Building A506a,2025-07-27,22
Building A506a,2025-07-28,84
Building A506a,2025-07-29,67
Building A506a,2025-07-30,0
Building A506a,2025-07-31,3
Building A506a,2025-08-01,309
Building A506a,2025-08-02,603
Building A506a,2025-08-03,67
Building A506a,2025-08-04,977
Building A506a,2025-08-05,1135
Building A506a,2025-08-06,0
Building A506a,2025-08-07,0
Building A506a,2025-08-08,607
